user;user_profile;date_review;title;rating;type_visit;num_contributions;review;restaurant
the0scar;the0scar;11 juin 2023;Bouchon fort sympathique;5.0;friends;93;"Idéalement situé, le bouchon propose des plats simples et de qualité, l'accueil est sympathique. Le saucisson au vin rouge est excellent !
Nous conseillons ";Le Vieux Lyon
Philippe C;Gaysteph;4 juin 2023;Efficace et bon;4.0;business;510;"De retour à Lyon avec des collègues espagnols, j'ai choisi à nouveau ce bouchon en prenant un risque. Pas de réservation un vendredi midi pour 5 personnes. Nous avons eu de la chance, ça a marché ! Accueil toujours aussi souriant. Assiettes toujours aussi bien présentées et plats très bons.
Nous avons attendu pas mal mais c'est compréhensible vu le nombres de tables avec la terrasse. Encore un bon point pour cuisiniers et serveurs !";Le Vieux Lyon
jms83110;jms83110;1 juin 2023;Enjoy the silence;5.0;couples;47;"Excellente cuisine  lyonnaise 
Un serveur déjanté hyper sympa !!
Un bœuf avant le concert du soir 
Nous nous sommes régalé 
Nous reviendrons !!!";Le Vieux Lyon
Seb A;SebA586;29 mai 2023;Bon et efficace;5.0;family;312;"Ça bouge dans ce bouchon. Les serveurs sont hyper dynamiques et attentionnés. 
Bons plats de la région sans tomber dans le piège à touristes.
C était parfait";Le Vieux Lyon
elo;Safari36082679322;27 mai 2023;Repas correct;4.0;family;1;"Bon repas 

Serveur et patron peu aimables
Rendu monnaie erroné mais bon je ne suis pas à 10 centimes près.
C’est les restaurants à touristes";Le Vieux Lyon
Burnout62;Burnout62;21 mai 2023;Belle adresse, bouchon lyonnais à bon rapport q/p !;5.0;friends;67;"Belle adresse au coeur du vieux Lyon.
Carte intéressante, avec les ""classiques"" qu'on souhaite voir et déguster en passant à Lyon : quenelle, cervelle de canut, ...
La formule du midi est à prix intéressant et le cadre agréable (en. pleine rue, c'est passant mais vivant).

Merci pour le service et les bons plats !";Le Vieux Lyon
Aurelie54;Aurelie54;9 mai 2023;Un bouchon comme on les aime;5.0;family;219;Je recommande totalement ce petit bouchon ! On y mange très bien, tout est fait maison et à la minute autant dire que nous nous sommes régalés ! Mention spéciale pour un des serveurs qui a bien mis l’ambiance et qui est très très sympa :) ! N’hésites pas ils font un menu enfant a 11 euros seulement avec une steak de boucher et des frites maisons excellentes !;Le Vieux Lyon
coccinane;coccinane;3 mai 2023;Bon et convivial;4.0;couples;32;"Un lieu convivial, des serveurs sympathiques et surtout une généreuse et excellente tête de veau !
Une addition raisonnable en plus.";Le Vieux Lyon
Karine F;karinef999;23 avril 2023;Excellent bouchon lyonnais;5.0;solo;90;Un Bouchon Lyonnais que je recommande vivement, pour une première fois à Lyon je suis vraiment contente d'avoir réservé dans ce restaurant car oui il vaut mieux réserver si vous ne voulez pas attendre très longtemps tellement c'est bon !! Apéritif maison à la châtaigne, grande salade Lyonnaise et bien sûr pour finir la tarte aux pralines 😊 tout était parfait !!;Le Vieux Lyon
Brice L;Brice_Ltd;22 avril 2023;Super lieu;4.0;family;392;"Super restaurant avec des serveurs au top!
+: accueil, le service, super ravioles sauce aux cèpes, souris d agneau bien cuite avec beaucoup de saveur, super qualité de viande (parce bœuf ou faux filets), gâteau de foie excellent

Super soirée en plein dans le
Vieux Lyon!";Le Vieux Lyon
Annie B;anniebD5678AE;20 avril 2023;soirée très agréable.;5.0;couples;1;Repas de très bonne qualité. Personnel très serviable. Servi dans un temps raisonnable malgré une salle et une terrasse bien remplies. Pour quelques jours à Lyon, nous reviendrons dans cet établissement lors d'un prochain passage.;Le Vieux Lyon
Romane B;886romaneb;20 avril 2023;Valeur sûre;4.0;friends;34;Bons produits, bons plats qui vous feront plaisir ! Nous avons très bien mangé mais beaucoup d’attente, erreur dans la commande, serveur pas très aimable.;Le Vieux Lyon
krakou;krakou;16 avril 2023;bELLE DeCOUVERTE DE LA CUISINE LYONNAISE;4.0;couples;105;"excellent accueil malgré beaucoup de clients à gérer, nous avons pris le menu ""Lyonnais"" que nous avons apprécié et qui pour un prix tout à fait correct nous a présenté les plats traditionnels de la cuisine régionale, la qualité et la quantité ont été au rendez-vous, vraiment un menu et un restaurant à recommander mais pensez à réserver surtout si vous venez un week-end.";Le Vieux Lyon
Seb A;quinq38;11 avril 2023;Bonne surprise;5.0;family;17;"Excellent rapport qualité prix ! Service sympa et plats traditionnels bien cuisiner. 
Mon fils qui est difficile n'a pas résister a la sauce st marceline !
 Rien a redire  !";Le Vieux Lyon
Cin Dy;CinDy_35c;10 avril 2023;Un bouchon lyonnais extra;5.0;couples;45;"Accueil discret.
Restaurant agréable dans une petite rue piétonne.
Nous avons passé un très bon moment.
Les plats étaient succulents.
Très bon rapport qualité /prix.";Le Vieux Lyon
Valerie M;Valea45;4 avril 2023;Spécialités Lyonnaises/Bon rapport Qualité Prix;4.0;business;498;Restaurant de spécialités locales, menu lyonnais à 22,90 euros avec entrée, plat et dessert. Les plats sont copieux et gouteux. Réservation fortement conseillée. Salle voutée agréable mais qui peut être bruyante en fonction des clients. ;Le Vieux Lyon
Muriel B;489murielb;4 avril 2023;Une mention spéciale à ce bouchon lyonnais de très bonne qualité;4.0;couples;447;Très certainement le bouchon lyonnais le plus accessible au niveau des prix et excellent au niveau des mets. De plus le service est de très grande qualité, le serveur aime parler, plaisanter et l'ambiance est extrêmement agréable. Un lieu où l'on revient sans problème.;Le Vieux Lyon
Sophie M;sophiem812;2 avril 2023;Petit bouchon bien sympathique;4.0;family;32;"Service rapide et agréable.
Plats très goûteux.
Prix tout a fait correct.
Nous avons passé un bon moment.
Mention spéciale a la tare aux pralines que nous avons trouvé très bonne (pas trop sucrée et pas trop écoeurante).";Le Vieux Lyon
AngeGabriel;Moddyblue;16 mars 2023;Avis à la Population !!!;5.0;friends;8;"Très bien accueillis par Joan Service rapide au menu : Sabodet Volaille et mousse au chocolat.
Malgré avoir mangé dehors par 8 ° C l'ambiance fût chaude et conviviale !!!
Nous recommandons sans hésiter !!!😉👍";Le Vieux Lyon
CathM;Catsebroja;5 mars 2023;Bon repas dans un cadre chaleureux;5.0;solo;46;"Accueillie de façon sympathique par le serveur qui avait relevé mon prénom sur la réservation, je me suis sentie tout de suite à l'aise bien que je sois seule.
Je me suis régalée avec les raviolis et la quenelle, et toujours aussi bien servie.
Adresse à retenir";Le Vieux Lyon
Guilhem;Guilhem15;25 février 2023;Délicieux et rapide au service (malgré l’attente avant de rentrer);5.0;family;24;Un peu d’attente malgré une réservation. Malgré tout, des serveurs sympathiques et des plats délicieux servis rapidement. Une belle expérience de la cuisine lyonnaise.;Le Vieux Lyon
jujuvoyage;jujusvoyage;7 février 2023;Bon bouchon Lyonnais;4.0;none;123;"Bon restaurant dans un cadre typique du bouchon lyonnais. La carte propose un large choix de produit Lyonnais et de bonne qualité. Le service est rapide et serviable.
La cuisine est très bonne, mais j'ai trouvé les portions dans les assiettes pas assez généreuses...
Malgré tout, c'est un très bon restaurant que je recommande !";Le Vieux Lyon
cynthia3;cynthia3;28 janvier 2023;Une très bonne table lyonnaise;5.0;family;67;Très bonne adresse , bouchon typique lyonnais . Tout y est , qualité et quantité et service très efficace . Respect des cuissons de viande c’est appréciable , jolie présentation et plats très goûteux . Pensez à réserver car victime de son succès , il y a la queue malgré deux services . Nous nous sommes régalés , nous recommandons !;Le Vieux Lyon
Chloé L;petitechloe84;23 janvier 2023;Bouchon lyonnais très sympa....;4.0;none;7;Petit bouchon lyonnais très sympa. Le serveur était très agréable, il nous a même raconté des petites anecdotes sur le palais de justice juste devant. Nous avons très bien mangé avec le menu avec des spécialités. Os à moelle, lentilles petits salés... Nous nous sommes régalés.;Le Vieux Lyon
seb.;Tripad-seb38;22 janvier 2023;Merci, nous reviendrons !;5.0;family;2;Un bon moment passé dans ce restaurant. Accueil sympa, service rapide et à la hauteur des plats proposés. Nous reviendrons avec plaisir.;Le Vieux Lyon
Escape698311;Escape698311;21 janvier 2023;Parfait;5.0;family;10;Super service,  rapide,  accueil parfait, plats copieux et délicieux,  bien présentes, ambiance de bouchon lyonnais,  rien à redire, pensez à reserver, bravo!;Le Vieux Lyon
Philippe C;Gaysteph;11 janvier 2023;Et multilinguisme en prime !;5.0;business;510;"Accueil très sympa du patron qui rayonne par sa bonne humeur (le serveur, lui, n'était pas souriant du tout mais efficace et professionnel ... on ne peut pas tout avoir !).
Cuisine excellente avec de bons produits. Présentation très soignée. Tarifs très raisonnables. Excellente localisation rue Saint-Jean où l'on peut redouter l'arnaque à touristes mais là, pas du tout !
Nous avons passé un excellent moment et pourtant le restaurant s'est rempli très vite : un vrai bouchon avec des professionnels !";Le Vieux Lyon
Thierry A;214thierrya;8 janvier 2023;Très bien;5.0;friends;9;"Très bon accueil
Service rapide en sous sol dans pièce voûtée 
Très bonne cuisine traditionnelle lyonnaise
Tarifs très corrects ";Le Vieux Lyon
Goatz9503;Goatz9503;1 janvier 2023;Bon repas;4.0;couples;60;Malgré quelques petits couacs durant le service, nous avons passé un bon moment dans ce petit bouchon typique, le repas était bon, la serveuse très gentille (le patron un peu moins);Le Vieux Lyon
redland69;cavifred;30 décembre 2022;Bouchon lyonnais typique;5.0;friends;42;Dans un cadre typique d'un bouchon lyonnais, des plats super bons que ce soit la salade lyonnaise, l'andouillette, le pavé de boeuf. Les desserts au top aussi. ;Le Vieux Lyon
Delphine M;DelphineM_12;27 décembre 2022;Excellent bouchon lyonnais;4.0;family;252;Y sommes allés au service de 21h. Vu le succès de ce bouchon nous avons dû attendre 20min dehors mais le serveur est venu nous tenir au courant toutes les 5min. En résumé ça valait bien la peine d’attendre car le service est d’une efficacité irréprochable la nourriture excellente. A noter juste un seul petit bémol l’espace très étriqué entre les tables et le passage pour les serveurs mais malgré cela sur nous y reviendrons;Le Vieux Lyon
Mélanie;771m_lanief;20 décembre 2022;Très bon;4.0;friends;8;Très bons plats. Seul bémol : le serveur qui était très froid et tres peu agréable au début, bien que cela se soit amélioré au fil du repas.;Le Vieux Lyon
Cha B;935chab;19 décembre 2022;Au top!;5.0;couples;7;Un service rapide et  de qualité, des plats Maison excellents , nous reviendrons avec grand plaisir !!;Le Vieux Lyon
Philippe C;T2912HSphilippec;16 décembre 2022;Juste Le bouchon parfait;5.0;family;18;"Gone expatrié, revenu passé les fêtes sur mes terres lyonnaises, je suis entré au Vieux Lyon un peu par hasard.
Quelle joie de retrouver les saveurs de mon enfance. 
Petit Bouchon typique avec des produits Extra.
Gratinée excellente et plats généreux et vraiment super bons.
Excellente surprise.
J y retourne dès que je peux.";Le Vieux Lyon
loanco;loanco;4 décembre 2022;Un vrai bouchon;5.0;family;17;Un vrai bouchon lyonnais !! Personnel accueillant et sympathique et une cuisine de qualité !!  Ont a passé un très bon moment;Le Vieux Lyon
Laurent M;Y5633TElaurentm;27 novembre 2022;Top;5.0;friends;3;Ambiance conviviale. Nourriture très bonne. Très arrangeant (nous avions réservé pour 5 et sommes arrivés à 7). Ils nous on trouvé une solution malgres le fait que le restaurant était complet ! ;Le Vieux Lyon
Philippe P;philippepU9493SS;17 novembre 2022;Excellente cuisine traditionnelle. Super;5.0;couples;7;"2eme visite (la derniere en 02/2022) Une gastronomie lyonnaise traditionnelle. Nous avons pris le foie gras et les quenelles lyonnaises. Quel régal…quelle qualité.
Le personnel est d’une prévenance et d’une rare gentillesse; toujours prêt à vous apporter du pain, vous demander si tout va bien. Un restaurant à conseiller les yeux fermés.";Le Vieux Lyon
Maxime C;maximecW7185CM;13 novembre 2022;Très bon repas !;5.0;none;7;Nous avons mangé le 11/11, service efficace et rapide malgré le monde, nourriture top, personnel très sympathique, un excellent moment !;Le Vieux Lyon
baillystef;baillystef;8 novembre 2022;Bouchon lyonnais de qualité;5.0;business;129;Nous sommes venus pour un repas professionnel et avons très bien manger. Nous avons commandé un menu entrée, plat et dessert pour un prix très abordable : saucisson brioché, andouillette et tarte aux pralines roses pour un repas typiquement lyonnais. Bon service malgré un endroit exigu mais propre aux bouchons!;Le Vieux Lyon
Geraldine D;Geraldined1975;1 novembre 2022;Bouchon Lyonnais;5.0;family;1;"Cadre parfait pour ce bouchon lyonnais.
Service au top et très rapide, malgré une forte affluence.
Ambiance conviviale.
Très bon et très copieux.
Je recommande";Le Vieux Lyon
CamilleGray1706;CamilleGray1706;29 octobre 2022;Vraiment excellent !!;5.0;friends;355;"Un super bouchon dans le vieux Lyon !
Tarifs corrects et plats absolument délicieux avec des spécialités locales !
Nous recommandons vraiment si vous êtes de passage à Lyon !! ";Le Vieux Lyon
François CHEVALIER;609fran_oisc;27 octobre 2022;Un bon moment 👍;5.0;couples;31;"Un bon bouchon idéalement situé dans le vieux Lyon. Une cuisine authentique permettant de découvrir les spécialités régionales.
Le personnel en salle tout simplement au top, merci !";Le Vieux Lyon
Maelle M;768maellem;16 octobre 2022;Repas succulent !!;5.0;couples;8;Nous avons pris un menu à 29€ avec entrée, plat et dessert (gratin de ravioles aux cèpes et foie gras, quenelle de brochet sauce écrevisses et riz jaune, moelleux aux marrons et chantilly et glace vanille). Je me suis régalée !!!!!!!! C'était très copieux, nous ne sommes pas repartis avec la faim au ventre.;Le Vieux Lyon
